Algorithm,InputSize,Time
AVL_find_max,2048,0.00000
AVL_find_max,4096,0.00000
AVL_find_max,8192,0.00000
AVL_find_max,16384,0.00000
AVL_find_max,32768,0.00000
AVL_find_max,65536,0.00000
AVL_find_max,131072,0.00000
AVL_find_max,262144,0.00000
AVL_find_max,524288,0.00000
