Algorithm,InputSize,Time
BST,2048,0.00000
BST,4096,0.00000
BST,8192,0.00000
BST,16384,0.00000
BST,32768,0.00000
BST,65536,0.00000
BST,131072,0.00000
BST,262144,0.00000
BST,524288,0.00000
