Algorithm,InputSize,Time
AVL,2048,0.00000
AVL,4096,0.00000
AVL,8192,0.00000
AVL,16384,0.00000
AVL,32768,0.00000
AVL,65536,0.00000
AVL,131072,0.00000
AVL,262144,0.00000
AVL,524288,0.00000
